"w20"
0
0
0
0,0183825435
0,0938305056
0,0907667483
0,0773623904
0,0660165468
0,1544127952
0,2279461249
0,2139085981
0,1949130877
0,1784585801
0,1645362167
0,1526389781
0,1471203168
0,2379809927
0,2298076418
0,2172823264
0,3138284205
0,3264587374
0,3444081717
0,4194899213
0,4060272663
0,3892476695
0,3736312361
0,3706072342
0,4066417813
0,3938622215
0,3803074954
0,3851279881
0,3994055777
0,3877350326
0,3759878097
0,3673292653
0,4150599289
0,4051321109
0,3942094812
0,3838214784
0,3739662413
0,3646047419
0,3557007837
0,3831473216
0,409699466
0,4011850811
0,3922785709
0,3837427182
0,3755702479
0,3696500736
0,3699757692
0,3627277285
0,3556128099
0,3487688905
0,3421834681
0,3358422155
0,3309159504
0,3267106017
0,3210051542
0,3154676864
0,3101176005
0,3049459991
0,3540194371
0,350084566
0,3445530123
0,3391670959
0,3339465957
0,3288844003
0,3239734209
0,334892597
0,3635754847
0,3588586876
0,3538090281
0,3534118143
0,3861714042
0,3814592467
0,376378044
0,3714240278
0,3665986683
0,3618970983
0,357314615
0,372050561
0,386158219
0,3816756821
0,3770785605
0,3894294079
0,4295838945
0,425520524
0,4206388889
0,4158577594
0,4111839939
0,4066141285
0,4021447372
0,3977725423
0,3934944068
0,3893073274
0,3937732334
0,3936930813
0,389674987
0,3856982893
0,3818015394
0,3779827444
0,3742395921
0,3864694901
0,3926301366
0,3994225709
0,395718513
0,4217236661
0,4277013525
0,4505339746
0,4641346784
0,4638040187
0,4596599591
0,4555554987
0,4515233938
0,4475620417
0,4436695986
0,439844282
0,4363471486
0,4487312283
0,4516604278
0,4482171338
0,4529866404
0,4493425987
0,4456894806
0,4420947398
0,4385575217
0,4486855318
0,4488461455
0,447431664
0,4439790013
0,4405634924
0,4372000151
0,4338875077
0,430624821
0,4274108395
0,4242444805
0,4211246933
0,418050458
0,4150207839
0,4120347092
0,4090912994
0,4063272694
0,4095549011
0,4067331839
0,4044880127
0,4077358485
0,4176060552
0,4293705401
0,4288666187
0,4260041484
0,4231639721
0,4203613133
0,4175955357
0,4148659167
0,412171752
0,4110897947
0,4100837623
0,4074819282
0,404902785
0,42386965
0,43979738
0,4528724381
0,4639864903
0,461225073
0,4584130336
0,4556345693
0,4528895811
0,4501774706
0,4474976506
0,4448495478
0,4422326025
0,4396462679
0,4370900101
0,4345633074
0,4320656502
0,4295965405
0,4287657684
0,4467974926
0,4444021531
0,4419199448
0,4394646843
0,4370365528
0,4558966748
0,4663772984
0,478631498
0,4761240932
0,4735645665
0,4710319915
0,4685263589
